bid,微博正文,相关,正面,负面
Lsfa21fsi,【凝聚战“疫”强大合力 画好战“疫”最大“同心圆”】中新网河南新闻5月8日电    5月以来，新冠肺炎疫情再度来袭，郑州、许昌、商丘、安阳等地相继启动“静态管理”等举措阻断疫情传播。河南省委统战部迅速部署、主动出击，号召全省统一战线积极投身疫情防控工作一线，凝聚起打赢疫情防控阻击战的强大合力，画好战“疫”最大“同心圆”。　　在郑州疫情防控处于最吃劲的关键阶段，省委统战部认真落实“双报到”工作机制，组织所属党支部和在职党员在严格落实防控措施基础上，协助社区做好疫情防控工作，以实际行动践行初心使命，全力构筑疫情防控“红色防线”。　　省委统战部机关党委第一时间发布《躬身入局战疫情 六强一守勇担当——致省委统战部所属党支部和全体党员的倡议书》，号召共产党员把全力以赴做好疫情防控工作作为当前首要政治任务，在“疫”线践行初心使命。引领带动各民主党派省委会向各党派驻郑州市全体成员和省市党派机关全体同志发出《携手抗疫 共克时艰——致驻郑州各党派成员和省市党派机关全体同志的倡议书》，号召在郑州的民主党派成员发扬优良传统，关键时刻与党和政府“想在一起、站在一起、干在一起”，真正当“好参谋、好帮手、好同事”，彰显民主党派成员的良好形象。　　郑州各区县(市)统一战线也积极行动，广大统一战线成员挺身而出、迎难而上，踊跃加入志愿服务队伍。巩义市50余名新的社会阶层人士组成先锋队全力支援郑东新区全员核酸检测工作；中牟县统战干部纷纷参与到人力薄弱的防控点，认真做好小区住户逐户排查、逐人落实、逐人登记，用责任心守护着群众的安全；二七区全体机关干部下沉社区疫情防控第一线，推进各项防疫工作有力有序开展，各民主党派成员和党外知识分子积极化身志愿者，助力所在社区做好核酸检测、秩序维护等工作；中原区委统战部党员干部“带头站在防控最前沿、带头落实防控措施、带头参与群防群控、带头做好宣传引导”；统战干部和统一战线成员主动请缨、冲锋在前，捐款捐物、通力合作，主动扛起社会责任……　　广大统一战线成员的志愿行为，为郑州抗“疫”增添了一份硬核力量。　　在许昌，全市统一战线各领域坚持“防控疫情的举措部署到哪里，统一战线的作用就发挥到哪里”，紧紧围绕防控工作重点，充分发挥统一战线人才荟萃、智力密集、联系广泛的优势，以最广泛的动员、最迅速的行动，凝聚广大统战成员的共识，全力投入到疫情防控中。广大统一战线成员下沉一线，争当抗疫“急先锋”。　　目前，许昌全市统一战线直接参与核酸检测、隔离防控、卡点值守等疫情防控一线人员580余人，捐赠现金及口罩、消毒液、食品等物资累计价值150余万元，为全市疫情防控大局贡献了统战力量。　　固始县的疫情也时刻牵动着河南省豫南商会固始籍企业家的心。日前，由河南省豫南商会捐赠的六车防疫和生活物资先后从郑州、息县等地抵达固始。为了尽快将捐赠物资送到一线工作人员手中， 固始县委统战部、县爱心志愿者协会、蓝天救援队的工作人员和志愿者们放弃休息时间，连夜奋战，历时4个小时，最终向县红十字会和部分乡镇(办事处)完成了480桶医用酒精，300瓶消毒液，500双医用手套，960包纸巾，182000个医用口罩，1100箱饮用水，1800箱方便面和150顶帐篷的物资分发工作。　　躬身入局抗疫一线，河南统一战线广大成员正在以实际行动践行初心使命，展现责任担当，为尽快扑灭本轮疫情发挥最大力量。(据河南省委统战部、郑州市委统战部、许昌市委统战部消息)   （中新网）,1,0,0
Ls6Xk9vxp,#北京尽快实现社会面清零#新冠能不能清零不知道，我得实体店这波是被清零了，呵呵，宠物店白送有人要么？领导说我这个不属于生活服务类，尽管我执照上是居民服务业，不给补助，没有文件，就来两穿制服的通知不让营业了，也罢，关店了，扛不住了 ,1,0,1
LrW6eEOV4,全域静态管理又变静默期了？换个名词再来一次 ,1,0,1
LrN8GBSy0,#在深圳没有72小时核酸将寸步难行#都清零快一个月了，这样做核酸，真的是不用花钱的吗？ ,1,0,1
LrEe2u2vC,【浙江省疫情形势总体平稳，未造成广泛社区传播和外溢】今天下午，浙江举行第一百一十七场新冠肺炎疫情防控工作新闻发布会，通报浙江最新疫情情况。5月5日0—14时，浙江省无新增本土确诊病例。新增本土无症状感染者5例，其中嘉兴市4例、丽水市1例；上述感染者由集中隔离点检测发现4例、居家隔离检测发现1例。自3月3日以来，浙江省本轮疫情累计报告本土确诊病例663例，累计报告本土无症状感染者786例，涉及11个设区市、71个县（市、区），其中杭州390例、嘉兴367例、金华231例、衢州158例、宁波90例、台州56例、温州45例、湖州35例、丽水31例、绍兴23例、舟山23例。这是我省自新冠肺炎疫情防控常态化以来波及范围最广、形势最为复杂的一轮疫情。虽然近期疫情多源多点、散发频发，但经过各地各部门和全社会共同努力，我省疫情形势总体平稳，未造成广泛社区传播和外溢。本轮总计252起疫情中，222起在1天内实现社会面清零，90%以上的疫情在3天内实现社会面清零。倍受关注的杭州拱墅4·19疫情于4月27日也实现社会面清零，目前除少数疫点及周边单元外，市区全域已恢复常态化秩序。丽水云和4·26疫情、嘉兴嘉善5·1疫情、宁波奉化5·1疫情等均在“五一”假期实现社会面清零。但全省疫情防控工作仍面临巨大挑战，丝毫不可有半点松懈麻痹，必须始终坚持“外防输入、内防反弹”总策略和“动态清零”总方针，全面落实和不断完善疫情防控“七大机制”，坚决守住不出现疫情规模性反弹的底线，努力用最小的代价实现最大的防控效果。 FM93浙江交通之声的微博视频,1,1,0
LrtP28x8O,静态管理开始了，那就选择一本自己喜爱的书静静的阅读吧！字句行间一样能找到快乐 ,0,0,0
Lrlny9MOp,#郑州将用一周时间实现社会面清零#这两第一次跟我出去明天核酸郑州见郑州加油? ,0,0,0
Lrcee1FHI,#hi五月# 封控一个月了希望疫情早日清零 ,1,0,0
Lr0XxpwOS,现行抗疫策略将如何变，委实是个棘手的课题，若生命至上，则无疑还要持续去强化既定政策，且只有愈发严格这一条路可走了，即，加大对疫情区域的封控管制时长，愈长则闷的效果愈好，同步进行的还要有加大核酸检测筛查力度，一轮一轮的筛，直到连续几日的清零结果出来，期间还要对不断发现的密接与次密接族群做高效的隔离观察，能定点就全部转移出去做集中隔离，否则，有任何松懈终将会百密一疏的，但，在目前全局无法同步去做病毒的彻底归零前，仅仅靠各地救火式的封堵扑灭，也恐将极大步入疲于奔命的窘境，归根结底还是这个病毒太过狡诈与善伪装以及其极强的穿透力，使得现行被动式的防控始终处于防不胜防状态，除非把一切社会面的传播途径完全掐断，否则很难做到对病毒真正意义上的阻断，但，这个法子也是完全行不通的，因为那样经济必然首先承受重压，尤其在外部逐步正常化下，这无异于我们主动放弃与外部的经贸联结，自我孤立，这亦不可能的，因这恰是敌对的老美所期盼的结果，由此，又将倒逼我们去谋新的平衡之变。谋事，必要先剖析当前最大的症结在哪里，毫无疑问，其高效的传播力外，病毒的弱毒性也是现有的主要特征之一，即其愈发凸显出对特定人群的穿透力与危害性，且这类族群相对而言在社会中又呈少数化，即多数族群在现有的技术手段下，其耐受力似乎已然可以达到承受住现状主流病毒的冲击，这意味更多人群的防控力是可以降低标准的，基本正常化去工作生活的，当然，这是基于现有数据报告下的结论，未来病毒是否会突变转向更危险亦不得而知，但可以肯定的是，在我们这么大的人口基数面前，若真如外部共存，大多数人也将会有更多感染风险，并因此获得自然免疫力，同时也会促发病毒有更多突变的可能发生，只是这样的突变风险其结果亦无法超前预知，是继续弱毒性化去，还是猛然倍增到最早前甚至是远超最初的水准，总之，皆有可能。毫无疑问，若没有更好的一劳永逸解决办法前，唯有以动态的平衡之法来寻求解决路径了，即如何在顾全大局下，又能平衡的照应到少数族群的需求，那么，如何保障这类备受病毒攻击族群的方法就是解决路径了，无外两个办法，一个把这类族群集中起来，做独立的社区管控，如定点隔离般的把他们包裹保护起来，难点在如何构建这样的大社区，另一个就是把社会需要正常生产经营的方方面面做闭环管控，选择，当然是那种方法成本更低更易操作，可能，这或是当前战时机制下最好的办法吧，根本上，还是以病毒毒性彻底消亡为上。,1,0,0
LqS4nvq13,#云南瑞丽再度重启#【#云南瑞丽复工复产复商复市有序进行#】日前，云南省瑞丽市宣布全面动态清零，记者从瑞丽市新冠肺炎疫情防控工作指挥部了解到，该市农业、交通、房地产、餐饮堂食、快递物流等行业，在做好防疫措施的前提下已全面复工复产，12家快递公司已恢复运行，工程项目已有42个复工建设，8家珠宝线下专业市场申请复市，其中2家已正式复市。新华社的微博视频,1,0,0
LqIkQcfFf,"上海疫情：反弹不影响清零时间判断前期，当我在4月10日左右判断每日新增感染人数见顶时，数据也有波动，但我仍然从大数据的波动规律出发，判断数据在那周见顶，结果见顶时间就在那周，4月13日。今天，上海公布4月28日疫情数据，确诊5487人，无症状感染者9545人。有5062人从无症状转确诊。则上海新增感染人数=5487+9545-5062=9970人。4月27日的数据是9764人。28日相比27日，增加206人。1.维持5月5日左右清零判断如标题所言，数据反弹不影响清零时间判断。这是连续第二天在万例以下。随着检测的加强，这里波动挣扎一下，就会迅速下降。从顶部数据27000到17000，用了8天，从2万到1万以下，用了4天或5天。28日到5月5日，还有7天，基本够用。2.出舱人数经2天在高位大幅放量后,4月28日向正常回归,出舱14994人，略低于对应量26日出舱30534人,27日出舱24877人,将前期积压的人员清空了,且超过对应量。28日对应量为16407人，实际出舱人数14994人，相差1413人，属于正常波动。3.日死亡52人,累计死亡337人,累计确诊51327人,死亡率0.656575%。死亡率上升0.035%。我从2020年1月26日开始研究疫情数据,至今疫情死亡率数据,一直保持统一口径没变过。武汉疫情之初，当初不知道这是个啥病，国家将它命名为新冠肺炎。所谓肺炎，必须有确认标准，除了症状之外，就是医学影像学B超所谓的白肺。当时还没有无症状感染者一说。无症状感染者是什么时候发现的呢？是后来在河南首先发现的。因为有个女的坐车到外地去看朋友，她当时不是新冠肺炎，但把朋友感染了。流调不理解，因为她的朋友没有接触新冠肺炎病人。紧密流调追踪，把她拉去一检查，才发现她核酸阳性，无症状，居然还能感染人。国内这才定义无症状感染者。中国当初的处理办法是，将这批人归于观察人群，隔离观察，但是没有命名。一直到河南这例传染人的事情发生后，才命名无症状感染者。因为前期将无症状感染者和密接、次密接都统一归于观察人群，因此，最初无症状感染者的数据是没有的。武汉数据、湖北数据、全国数据，有观察人群数据。但没有无症状感染者数据。因为密接和次密，很多都没有感染，他们同无症状感染者的数据混在一起。少数无症状者跟他们都属于观察人群，这样两边的数据是混合在一起的。这个不是中国有意将两者混淆，而且当初不知道他们也传染人。现在上海将他们放到方舱医院，确诊后转医院。但现在无症状感染者同密接和次密是严格分离，数据也是分开算的。所以，我的数据研究，一直保持着统一的标准，以便好比较。今天持这样的标准，明天是别样的标准，这样换来换去，那不叫研究，而叫随心所欲。我这样研究，跟人品有啥关系？研究需要严谨而已，别往人品上扯。4.社会面清查出108例感染者,4月27日是192例。因此，还有7天，社会面清零应该没有问题。不排除提前。俄罗斯和乌克兰方向，现在是马里乌波尔最后攻坚阶段。中国是上海攻坚。",1,0,0
LqwQF7nUH,市政投资集团开展疫情防控及安全生产专项检查　　为全力做好疫情防控及安全生产工作，4月26日下午，市政公用集团总经理助理，市政投资集团党总支书记、董事长邹建伟，副总经理甘霖带领工作小组深入开展疫情防控及安全生产专项检查行动。　　首先，工作小组一行对投资集团所有消防设施、安全疏散通道、办公场所的用电设施及食堂断水断电断气情况等进行了全面检查，其后对投资集团疫情防控工作台账及防疫物资的储备情况进行了专项检查。　　检查结束后，邹建伟针对当前疫情防控及安全生产工作提出三点要求：        一要严格落实疫情防控各项要求。落实落细省、市、区及集团关于疫情防控的文件精神和各项举措，在做好疫情防控的同时要统筹抓好安全生产工作。       二要强化落实安全生产各项工作。持续开展隐患排查活动，严格落实集团“三个一”安全检查长效机制；加强安全生产教育培训，提高全员的安全意识和应急处置能力，确保投资集团安全生产形势持续向好。       三要全面落实全域动态清零各项任务。落实全员“应检尽检”的核酸检测频次及单位场所预防性消杀专项行动。对进出办公场所的人员进行“五查一戴”的标准化管理，确保办公场所及工作人员防控措施落实到位。,1,0,0
LqnJXat5Z,说实话，现在我没那么生气了，一整个“静待解封”的心态，不是乐观地相信清零、封控总有一天能把问题解决，而是相信这种不可持续的、完全耗竭式的做法是进行不下去的，它自己就会瓦解，不论你把这说成是自然规律的某种惩罚，还是人的求生本能的清醒与自救。 ,1,0,1
LqhmvkTjZ,一夜之间我的家乡按下了暂停键，突如其来的疫情，连夜全民做核酸，全市静态化管理，为全国喊了无数次加油，这次我们为自己加油，愿疫情早日散去，丹东加油???? dd平凡的人的微博视频 ,1,0,0
Lq84qBR7W,昨晚后半夜，几次被暴雨的咆哮声惊醒，感觉就如同唾在虎跳峡边。还听到一串持继时间很长的雷声，心惊肉跳。有间房窗户半开，万雨水飘了进来，大片地板湿透，有些地方还起了皮。今天基本没雨，只是阴，但很潮，打开冰箱，一片白雾。中午问母亲，昨天为什么大半天不说话。母亲说不记得了，又说昨天后来突然说出来了。卫健委的梁专家对媒体说，奥密克戎不是大号流感，病死率0.7%多，是流感的7倍多。这大概是香港的数据，拿来吓唬上官下民，全然没考虑年龄结构，疫苗按种率的影响。大A股和港股再次暴跌，只因为朝阳群众也开始抢购囤货了，因为朝阳群众也怕封城。是哪些利益集团欲置中国经济于死地，替美帝实现对中国崛起的遏制?#暴雨##虎跳峡##股市##卫健委##朝阳群众##囤货##封城么##利益集团##美帝##小镇故事#我们动态清零的目的之一就是要体现对美国的制度优越性。由于超额死亡人数没官方来源，我们不妨认为，只要与新冠相关的死亡人数占总人口的比例（粗死亡率）低于美国，那就证明我们的制度比美国的优越。目前看来，美国的粗死亡率在3‰左右。比内地疫苗接种率低很多的香港，其粗死亡率在1‰多点。参考吉林上海现状，合理推测，内地即使不封城和频繁的核酸检测，粗死亡率将明显低于1‰;如果内地的三针接种率达到新西兰和新加坡（两国刚从清零转共存，粗死亡率0.1‰多点）的水平，并对老年人开放mRNA疫苗接种，粗死亡率降至0.3‰甚至0.1‰之下并非难事，对美国的制度优越性不言自明，且经济受的负面影响也很小，何乐不为。在此呼吁，对老年人和有基础疾病的人开放mRNA疫苗;进入封闭空间的公共场所（飞机，火车，地铁，公交，超市等）须接种了三针疫苗或持48小时内核酸阴性证明，以鼓励打加强针;进入其他公共场所，须接种了至少两针疫苗或持72小时内核酸阴性证明，以鼓励疫苗接种;跨省流动须持48小时内核酸阴性证明，以减少长连接的传染;无症状，轻症，密接和次密接人员可选择居家隔离;取消其他限制。#美国##租死亡率##疫苗##核酸##制度##优越性#,1,0,1
LpYh6jhzz,景俊海：坚定不移贯彻“动态清零”总方针 一鼓作气实现疫情防控目标景俊海：坚定不移贯彻“动态清零”总方针 一鼓作气实现疫情防控目标 ,1,1,0
LpOheBmEX,#我是上海抗疫志愿者# 早日摆脱疫情扩散困扰，人人有责，匹夫有责，尽一份力，早起解封。抗疫之路之商户封控? 道路核验? 物资证明? 核酸指引管控? 小区封控? 联合管控…感受不一样的抗疫路程，疫情之下防范?管控?封控，三区分管，期待清零。 上海 ,1,0,0
LpFj8BJrB,【榆阳区横山区发布关于新冠肺炎疫情防控静态管理实战演练的通告】为全面加强新冠肺炎疫情防控工作，进一步提升疫情应急处置能力，切实保障人民群众生命安全和身体健康，按照区疫情联防联控领导小组统一安排部署，在榆林中心城区榆阳12个街道片区开展新冠肺炎疫情防控静态管理实战演练，现就有关事项通告如下：一、演练时间。2022年4月22日17时起至4月23日20时止。,1,0,0
LpvQq1KCv,#沣东新城# 沣东新城关于解除全域临时静态管理的通告根据疫情防控有关规定，经专家综合研判，现就沣东新城解除全域临时静态管理通告如下：一、解除全域临时静态管理从2022年4月21日22时起 ，解除沣东新城全域临时静态管理，除封控区、管控区外，其他区域恢复常态化管理。二、全面落实常态化疫情防控措施（一）实行常态化管理的区域要严格落实疫情防控属地、部门、单位、个人“四方责任”，各单位、小区（村）和公共场所严格执行扫码、测温、戴口罩、一米线、规范消杀等常态化防控措施，提倡少出门、少串门、不扎堆、不聚集、勤洗手、常通风，做好人员健康管理，不再查验48小时核酸检测阴性证明。（二）在落实好各项疫情防控政策的基础上，各商场、超市、沿街门店恢复营业，餐饮业控制就餐人数和餐位距离，宾馆、单位内部食堂分时分餐，提倡隔桌就餐、就餐人数不超过餐位数的50%；旅游景区、剧院等公共场所按规定落实限量、预约、错峰等要求，接待量不超过最大承载量的75%。公交车、出租车、网约车等交通工具全面恢复运营，继续查验乘客健康码，司乘人员需做好个人防护。（三）严格控制聚集性活动，举办会议、聚会等活动应当控制人数，尽量举办线上会议或视频会议，50人以上活动应制定防控方案，按照“谁主办、谁负责”“谁审批、谁负责”原则，在举办活动5个工作日前向沣东新城或辖区街道疫情防控指挥部报备申请。提倡家庭聚餐聚会等不超过10人，提倡“喜事缓办，丧事简办，宴会不办”，确需举办的尽可能缩小活动规模。承办5桌以上宴会等聚餐活动，须向属地社区、村报备，落实属地疫情防控规定。（四）强化重点人员及行业管控措施。? 一是中风险地区未解除之前，新城人员非必要不离市，确需离市的，由辖区街道疫情防控指挥部出具离市证明。14日内有新增本土新冠病毒感染者所在县（区、旗）旅居史人员非必要不来返新城。省外来返人员要及时向所在社区（村）、单位、酒店等主动报告，7日内不聚餐、不聚会、不前往人群密集场所。? 二是物流行业所有外来车辆实行“逢车必检、逢人必验”，严格测温、查验48小时内核酸检测阴性结果、陕西一码通绿码、通信大数据行程卡，严格核查人、身份证件、手机等信息一致性。所有来返新城的货运物流、邮政快递司乘人员扫“西安货运码”登记人员及货运信息。? 三是返陕务工人员。必须提前3天向返回地社区（村）报备，在返回前72小时内开展2次核酸检测（间隔24小时以上），并提前至少24小时主动报告返回路线、交通工具和到达时间。三、加强封（管）控区域管理和服务保障（一）现有的封控区、管控区在未解除之前，继续按照规定严格落实相应管控措施。封控区继续实行“区域封闭、足不出户、服务上门”，进行全封闭管理，禁止人员进出，严格落实居家隔离措施。管控区继续实行“人不出区、严禁聚集”，禁止外来人员进入。（二）封控区“一办七组”继续做好封控区域管控和服务保障工作，明确专人负责居民基本生活物资供应，指定专门医疗机构为封控区居民提供就医服务，为孕产妇、独居老人、生活困难群众等提供便利上门服务。（三）用心用情用力为管控区内居民及特殊人群做好生活物资、医疗保障、困难救助等工作。设置便民服务点，强化生活物资保供“三人组”，通过预约、错峰等方式引导居民有序采购生活物资，切实避免人群聚集。沣东新城疫情防控指挥部     2022年4月21日 西安,1,0,0
LplrcohHd,近日，#吉林省# #长春市# 发生了一件惊炸天的事情，一位核酸检测结果为阳性的外卖骑手偷偷送了100多单外卖，足迹遍布朝阳、南关、宽城、二道等多个城区，造成疫情传播重大风险。据悉，该男子违反静态管理规定，并逃避几轮核酸检测，从3月20日到4月16日，多次采取钻栅栏的方式脱离其居住小区，进行外卖配送服务，先后在长春市朝阳、南关、宽城、二道等多个地方，配送物资100余单。另外，该男子任职的某网络科技有限公司管理人员戴某、王某，违反管理规定，对造成疫情严重传播风险负有直接责任。目前，三个人已经被警方立案侦查，并依法采取刑事强制措施。涉及到的居民区正在调查统计当中。现在无法想象这100多单物资的主人是什么心情？这些物资主人的小区邻居知道了以后，又会是什么心情？当然，你们也是无辜的受害者，但是请你们做好消杀防护，暂时离其他人远一点吧！祈祷都能够平安无事，关键时期，大家都配合一下疫情防控工作，大家都不想在到达终点之前，又重新回到了起点。,1,0,0
Lpc9c48qu,静态管理第三天，继续打卡减脂操 ,0,0,0
LpaFl1WzD,#上海就前期核酸安排造成不便向市民道歉#道歉有用的话要警察干嘛啦封了20天才知道核酸安排有问题啊多少病例是做核酸交叉感染的，一直做核酸是想把阴性全部清零吧 ,1,0,1
Lp3fEwAZs,#上海农户蔬菜烂在地里事件实情#【上海有农户说蔬菜烂在地里卖不掉？生产基地目前为封控区，无法外运，已制定复工复产方案】#上海农户蔬菜为何烂在地里# 近日，有自称为上海青浦区朱家角镇的农户通过短视频表示，自家和村里的蔬菜由于卖不掉，不得不直接在生产基地销毁，“外面小区买菜买不到，而我们这里的蔬菜基地一根（菜）也卖不掉”。视频在圈群传播后，上海辟谣平台收到留言，希望了解实情。对此，市农业农村委与青浦区农业农村委回复表示，经核查，视频拍摄者来自朱家角镇万隆村蔬菜基地，该基地属于朱家角镇保供单位；其西北侧的蔬菜配菜中心是市新冠疫情防控农产品供给保障重点企业下属单位。从4月11日开始，配菜中心员工陆续出现新冠病毒感染情况。截至4月18日，万隆村共确诊13例，已判定密接10人，另有高风险人群10余人。4月12日，经青浦区专业部门判定及朱家角镇疫情防控工作领导小组讨论决定，将万隆村升级为封控区，落实足不出户管理，因此视频发布者所在的蔬菜专业合作社蔬菜无法外运。针对农民关心的“菜怎么卖”问题，相关部门自4月14日起就已采取了防疫举措，争取早日复工复产：4月14日，朱家角镇防控办联系青浦区疾控部门后，对该区域环境进行采样，采样结果显示为阴性。4月16日，朱家角镇疫情防控工作领导小组根据青浦区统一布置，将万隆村列为攻坚清零区，派驻攻坚工作组入驻指导各项工作。4月17日上午，经涉事合作社申请，根据人员核酸、抗原检测及环境检测结果，万隆村、镇农服中心已与合作社对接蔬菜安全采摘及销售事宜，共同制定防疫期间复工复产方案，考虑恢复蔬菜基地生产销售。截至发稿，视频发布者已删除相关视频。市农业农村委也表示，近阶段正落实各项措施，推进蔬菜生产相关主体复工复产，进一步加大地产蔬菜供应量，畅通地产蔬菜的销售渠道。一是加紧释放劳动力。针对生产一线人员复工复产，正在研究制定全市统一的操作手势；同时要求各区在确保防疫的基础上，动员镇、村组织劳力帮助合作社、菜农等解决采收、包装等劳动力需求。二是进一步增强运力。加强与各涉农区协调，在落实疫情防控要求的基础上，在全市发放2900余张保供通行证，要求各区尽可能将田头蔬菜运出去。同时进一步挖掘现有通行证的潜力，实现动态平衡，提升运输效率。三是成立产销对接小组，收集动态信息，指导各区动员行政区域内具有收购和配送能力的企业和合作社帮助中小散户收购在田蔬菜。四是对规模企业加强产销对接，通过集采、集配、集送等模式对接社区、保供单位、新零售企业等，扩大销售量。五是对中小散户，扩大点对点供给，通过动员重点保供企业、合作社等对接，增加地产蔬菜采购比例，帮助基地解决销售难问题，并增加蔬菜上市量。（上海网络辟谣）,1,0,0
Lp2fiDqlu,#江苏徐州睢宁新增初筛阳性89例#打雷闪电、刮风下雨 依旧阻挡不了，睢宁人民做核酸抗疫情的决心！期待早日清零，睢宁 加油? 徐州 弋芔的微博视频 ,1,1,0
LoSeTyfBU,#上海现有重型病例16例仅有一例全程接种疫苗#提高疫苗接种率才是王道，但现在这种情况，全部医疗资源都投入到全员核酸当中，你告诉我谁来接种疫苗？有人力物力去做全员核酸，不如全员疫苗。可以参考防疫成功的国家，例如新加坡和瑞典，70岁以上老人疫苗接种率在90%以上。不要再搞绝对躺平和绝对清零的二元论了，明明有科学躺平和科学清零的中间地带，作业为什么不抄？ 上海,1,0,1
LoLrli3iU,著名经济学家马光远和《环球时报》总编辑胡锡进扛上了，马光远怒怼胡锡进：“你酒足饭饱后，看看那些经营困难的中小微企业！”现在上海，苏州，吉林等地受疫情的严重的影响，很多人停工，停产，封控。胡锡进认为：保护人民生命安全为上，GDP降一点那就降一点，人们不要焦虑，清零是国家的决定，也是必须的。著名经济学家马光远看到了，立刻隔空喊话道：“说得这么风轻云淡，感觉家里有矿。”意思是有考虑过个体经营户和做小生意的人的死活吗？胡锡进站在防疫角度人民生命安全来谈的，而马光远作为经济学家，他更偏向于经济角度。这真的是一个大难题，只要保障人民生活安全，又要兼顾国家经济~如何做到双赢？你们支持哪一方？,1,0,0
LoC5BhOAl,《【#上海市委书记感谢市民作出的贡献#】上海市委书记李强表示：我们坚决贯彻落实总书记一系列关于疫情防控的重要指示精神，坚持“动态清零”总方针不动摇，全市人民紧急动员起来，广大党员干部冲锋在前。要特别感谢我们的上海市民所作出的贡献，支持理解配合我们的防疫政策，守望相助，相互鼓》网页链接 ,1,1,0
LoBbpcnpF,汪涛今天的文章：对付隐形战争的战略战术——如何赢得战略防御抗原检测的陷阱：除了灵敏度低、假阳率高，还依赖自检者自觉上报（造假或隐瞒检测结果很容易）。“……疫情已经发生2年多了，根据大量中国的实际经验，尤其一些大规模爆发后封城的实践经验，例如：武汉、西安、南京、扬州、吉林、深圳等。加上对核酸检测技术现状的分析，我们已经可以对用封城方式实现清零有这样一个基本的判断：采用有效的全员核酸检测方法，只要上下一心全力配合，可以实现3检清零，1周内完成。只要没有人为的规模庞大的刻意反清零干扰，最差情况也可以实现4检、5检清零，时间为1个月以内。病毒的确是很凶险的，但也有很大的弱点，一旦超过两周没有传播途径，很快就会完全消亡。如果超过1个月不能清零，就只有一种可能，就是受到隐形战争大规模攻击人为破坏导致。以sh的技术实力，一个星期之内不能清零，就是无能或者上当受骗，不要再找其他任何借口。……”,1,1,0
LosekmllG,#西咸新区沣东新城全域临时静态管理# 芭比Q了，解封了两天，又要被封了上一个文件还没我们几个小时后就喜提全域临时静态管理了还传言要喜提七天了菜我都不想囤了累了累了希望明天一觉起来物业发的通知是去做核酸而不是居家隔离明天我还想带娃去游泳呢 ,1,0,0
LopLL8hRs,其他城市出问题，封控，隔离，清零上海出问题，“防疫政策要改”“性价比太低”“现在毫无作用”忘了日增两万是怎么开始的了么？ ,1,1,0
Log9CDn3z,"【接种疫苗不能停！山西省疾病预防控制中心再发提示】2022年4月11日0-24时，全国新增新冠肺炎本土确诊病例1251例，新增本土无症状感染者23295例,连续7日全国单日新增病例超过2万。山西忻州、大同、太原、晋中、临汾、运城、阳泉多地发生疫情，疫情防控形势复杂严峻。为持续坚持“外防输入、内防反弹”总策略和“动态清零”总方针，维护三晋人民身体健康和正常社会秩序，4月12日，山西省疾病预防控制中心提示如下。履行公民义务，落实疫情防控要求疫情防控是全社会的共同责任，请公众自觉遵守各项疫情防控规定，积极配合落实疫情防控措施，非必要不出省，减少跨市流动，如确需出行，请随时关注健康码、行程卡状态，做好个人防护，准确、全程记录活动轨迹。近期，要停止聚集性活动，减少人员聚集，严格落实婚事缓办、丧事简办、宴会不办的防控原则。不信谣、不传谣，不随意通过微信群、朋友圈、微博等转发各种“小道消息”。封控区、管控区、防范区居民要自觉落实疫情防控指挥部和社区的管控要求。严格遵守疫情防控规定是阻断新冠肺炎疫情传播的重要举措，也是广大公民应尽的义务和责任。对不按规定落实疫情防控措施、不如实报告个人行程、隐瞒接触史，引起传染病传播或严重传播风险，造成严重后果的，将依法严肃追究法律责任。加强个人防护，做好自我健康监测每个人是自己健康的第一责任人，请公众持续坚持戴口罩、勤洗手、保持社交距离“三件套”。外出时，遵守预约、限流规定，配合公共场所测温、验码（健康码、行程卡、场所码）、戴口罩疫情防控“三要素”。坚持“人物同防”原则，接收邮件和快递时，落实先做防护再接收、消毒静置再使用、拆完邮件要洗手、包装处置要规范、异常情况早报告“五要求”。养成勤洗手、常通风、分餐制、用公筷、一米线等良好卫生习惯，一旦出现发热、干咳、乏力、咽痛、嗅（味）觉减退、腹泻等新冠肺炎可疑症状时，做好个人防护，前往就近的发热门诊或定点医疗机构就诊和排查，并如实告知旅居史和接触史，就医途中不得乘坐公共交通工具。接种新冠疫苗，共筑免疫屏障接种新冠疫苗是阻断新冠病毒传播最经济、最有效的手段。未接种新冠病毒疫苗的群众，在没有接种禁忌症的情况下，请到就近的接种门诊尽快接种新冠病毒疫苗，18岁以上人群完成全程接种后满半年尽快接种加强针。",1,0,0
Lo9EdB6zu,今天真的是非常非常憋屈的一天，一老一小的事情已经足够让我焦头烂额了，下午开始就收到各种群聊和私聊的询问：你司被骂得很惨，到底怎么回事。去把朋友圈里各种憋着一口气又不知道说什么好的动态全部点了一遍赞。这个破厂真的是有情怀的在，局外人可能感受不到每年赈灾支援或者大促清零的这股劲儿，但凡没有这股劲儿我真的早就跑路了。加油吧，一线不容易，都别寒了心。,0,0,0
Lo7X1cppl,#疫情阻击动态#【#吉林长春又有多区基本实现社会面清零#】4月12日，吉林省长春市召开疫情防控工作新闻发布会，4月10日12时—4月11日12时，长春市完成新一轮核酸检测。按照国家疫情防控有关规定，经长春市疫情防控指挥部研究判定，长春净月高新技术产业开发区、长春新区、长春经济技术开发区、二道区基本实现了社会面动态清零。（光明日报全媒体记者任爽）,1,0,0
