bid,微博正文,相关,正面,负面,label1,label0,cut_text
LtkcVj2PP,关于在全市范围内开展核酸检测工作的通告      为维护广大市民身体健康，做好陆路口岸城市疫情防控工作，切实筑牢我市疫情防控安全防线，经市疫情防控工作领导小组研究决定，自5月17日0时起至5月19日24时 ，全市将开展为期3天的静态管理，连续开展三轮区域核酸检测，现就有关事项通告如下：       一、静态管理要求    （一）请广大市民积极配合静态管理工作，各小区包保单位要做好24小时值班值守及人员登记工作。    （二）从5月17日0时起 ，对全市各交通道路和市区出入口实行严格交通管制。      1.除物资保供车辆外，其他所有车辆、人员严禁进出珲春市。      2.除军车、消防车、救护车、警车、民生物资保障车、检验标本送检车和殡葬、环卫、抢险等特殊车辆以及执行防疫任务车辆外，其他所有车辆一律禁止在珲春市辖区上路行驶。      3.执行防疫任务的机关干部、志愿者、社区工作人员严禁在当日防疫任务完成后，仍以防疫工作为借口驾驶私家车上路行驶。      4.市公安局将对在交通管制期间违反规定上路行驶的机动车和驾驶员，根据《中华人民共和国道路交通安全法》第三十九条第一款、第四十条之规定，依法给予违法行为人行政罚款200元、记3分的处罚；对于涉嫌其他违法行为的，将严格按照相关法律予以处理。      5.纪检监察部门将会同公安交警部门定期上路巡查，对违反有关规定人员，一经发现，严肃处理。    （三）即日起，全市各中小学校全部停止线下教学（核酸检测点开设高三、初三学生绿色通道）。    （四）除定点保供超市、药店外，其余营业场所全部暂停营业。    （五）个体诊所暂停营业。    （六）社会福利、养老服务机构实行全封闭管理，禁止人员进出。养老机构暂停接收新入住老年人，停止探视活动。监管场所实行全封闭管理，暂停家属探视。    （七）暂停举办一切聚集性活动。    （八）严禁造谣传谣、谎报瞒报疫情、发布不实信息。    （九）本公告自发布之日起施行，所有在我市单位和人员均需严格遵守，对违反公告规定的，公安机关将依法严厉打击处理。      二、区域核酸检测相关要求    （一）检测时间      5月17日至5月19日，连续开展3轮核酸检测，检测开始时间分别为：17日9时 、18日8时 、19日8时 。    （二）检测人员范围      除48小时内接种过新冠疫苗人员和闭环管理人员外，全市辖区内所有居民（含本地常住人口、暂住人口、临时流动人员等）均须参加区域核酸检测。    （三）相关要求      请广大市民继续积极响应号召，密切关注辖区网格员和行业管理部门的具体通知，准时参加核酸检测，做到应检尽检、不漏一人，不参加核酸检测人员将赋“黄码”。市民在等候及采样过程中，要严格做好个人防护，保持2米距离、有序排队，采样结束后立即离开现场返回家中，继续配合静态管理。        珲春市新冠肺炎疫情防控工作领导小组                         2022年5月16日,1,0,0,1,1,全市 核酸 检测 工作 通告             维护 市民 身体健康 做好 陆路 口岸 城市 疫情 防控 工作 切实 筑牢 我市 疫情 防控 防线 经市 疫情 防控 工作 领导小组 研究 5 月 17 日 0 时起 5 月 19 日 24 时   全市 为期 3 天 静态 管理 连续 三轮 区域 核酸 检测 现 事项 通告               静态 管理         请 市民 配合 静态 管理工作 小区 包保 单位 做好 24 小时 值班 值守 人员 登记 工作         二 5 月 17 日 0 时起   全市 交通 道路 市区 出入口 实行 交通管制             1 . 物资 保供 车辆 外 车辆 人员 严禁 进出 珲春市             2 . 军车 消防车 救护车 警车 民生 物资 保障 车 检验 标本 送检 车 殡葬 环卫 抢险 车辆 执行 防疫 车辆 外 车辆 一律 禁止 珲春 市辖区 上路 行驶             3 . 执行 防疫 机关干部 志愿者 社区 工作人员 严禁 当日 防疫 防疫 工作 借口 驾驶 私家车 上路 行驶             4 . 市 公安局 交通管制 期间 违反规定 上路 行驶 机动车 驾驶员 中华人民共和国 道路交通 安全法 第三十九条 第一款 第四十条 依法 给予 违法行为 行政 罚款 200 元 记 3 分 处罚 涉嫌 违法行为 相关 法律 予以             5 . 纪检监察 部门 会同 公安 交警部门 定期 上路 巡查 违反 人员 一经 发现 严肃处理         三 即日起 全市 中小学校 停止 线下 教学 核酸 检测点 开设 高三 初三 学生 绿色通道         四 定点 保供 超市 药店 外 营业 场所 暂停营业         五 个体 诊所 暂停营业         六 社会福利 养老 服务 机构 实行 全封闭 管理 禁止 人员 进出 养老 机构 暂停 接收 新 入住 老年人 停止 探视 活动 监管场所 实行 全封闭 管理 暂停 家属 探视         七 暂停 举办 聚集 性 活动         八 严禁 造谣 传谣 谎报 瞒报 疫情 发布 实 信息         九 公告 发布 之日起 施行 我市 单位 人员 需 严格遵守 违反 公告 公安机关 依法 严厉打击             二 区域 核酸 检测 相关         检测时间             5 月 17 日至 5 月 19 日 连续 3 轮 核酸 检测 检测 时间 17 日 9 时   18 日 8 时   19 日 8 时           二 检测 人员             48 小时 接种 过新冠 疫苗 人员 闭环 管理人员 外 全 市辖区 居民 含 常住人口 暂住 人口 临时 流动 人员 须 参加 区域 核酸 检测         三 相关             请 市民 响应号召 关注 辖区 网格 员 行业 管理 部门 通知 准时 参加 核酸 检测 应检尽检 不漏 一人 参加 核酸 检测 人员 赋 黄码 市民 等候 采样 过程 中 做好 防护 2 米 距离 有序 排队 采样 结束 离开 现场 返回 家中 配合 静态 管理                 珲春市 新冠 肺炎 疫情 防控 工作 领导小组                                                   2022 年 5 月 16 日
LvypwC6yL,"尊敬的负责人，您好，我现居住河北廊坊市三河市燕郊经济开发区，自今年2022.1月开始，不管三河市有无病例出现，我们一直处于封控，全员核酸，居家状态。1.从2022.1.26-2.8日，因天津疫情，三河市燕郊封控管理，全员核酸。2.从2022.3.12-4.4日，因廊坊本市区的疫情，三河市燕郊又封控管理，全员核酸。3.从2022.4.28-5.28日，因北京疫情，三河市燕郊再次封控管理，全员核酸。4.从2022.5.30-31,因廊坊永清疫情，三河市燕郊通知静默2天，全员核酸。综上，不管三河市有无本土病例，只要周边有病例出现，我们就被要求全员核酸，居家隔离。这种过度防疫、一刀切政策，不顾及人民群众的生活困难，严重影响了正常的生活与工作。恳请有关部门，积极和本市政府沟通，要求其做到精准防控，有病例小区，我们积极配合防控管理，无病例小区可自由活动、外出工作。转自社区群#寻找生活中的光#",1,0,1,0,1,尊敬 负责人 您好 我现 居住 河北 廊坊市 三河市 燕郊 经济 开发区 2022.1 月 三河市 有无 病例 处于 封控 全员 核酸 居家 状态 1 . 2022.1 . 26 - 2.8 日 天津 疫情 三河市 燕郊 封控 管理 全员 核酸 2 . 2022.3 . 12 - 4.4 日 廊坊 市区 疫情 三河市 燕郊 封控 管理 全员 核酸 3 . 2022.4 . 28 - 5.28 日 北京 疫情 三河市 燕郊 封控 管理 全员 核酸 4 . 2022.5 . 30 - 31 廊坊 永清 疫情 三河市 燕郊 通知 静默 2 天 全员 核酸 综上 三河市 有无 本土 病例 周边 病例 全员 核酸 居家 隔离 过度 防疫 一刀切 政策 顾及 人民 群众 生活 困难 影响 生活 工作 恳请 部门 市政府 沟通 精准 防控 病例 小区 配合 防控 管理 病例 小区 自由 活动 外出 工作 转自 社区 群 寻找 生活 中
Ljz7R00J0,深圳week2居家办公的一周阳光洒进来电脑旁边就是床好快乐每日窗外的春光都好美3.8节的花花马马虎虎的春饼全市饭店电影院公共场所全都关门只能去公园遛遛弯每天必做的核酸两个人做了一大盆麻辣香锅打了一下午的羽毛球下周继续居家办公希望深圳早日好起来想趁着好春光出去玩清明节没指望了五一清零摘星让我们出去旅旅游吧 深圳,0,0,0,1,0,深圳 week2 居家 办公 一周 阳光 洒 电脑 旁边 床好 快乐 每日 窗外 春光 美 3.8 节 花花 马马虎虎 春饼 全市 饭店 电影院 公共场所 关门 只能 公园 遛 遛弯 必做 核酸 两个 做 一大 盆 麻辣 香锅 下午 羽毛球 下周 居家 办公 希望 深圳 早日 想 春光 出去玩 清明节 没指望 五一 清零 摘星 旅 旅游   深圳
LkW5Ofd36,河北沧州连续六天社会面动态清零 部分县区不再全员核酸检测 网页链接 ,1,0,0,1,1,河北 沧州 连续 六天 社会 面 动态 清零   县区 全员 核酸 检测   网页 链接  
LoLrli3iU,著名经济学家马光远和《环球时报》总编辑胡锡进扛上了，马光远怒怼胡锡进：“你酒足饭饱后，看看那些经营困难的中小微企业！”现在上海，苏州，吉林等地受疫情的严重的影响，很多人停工，停产，封控。胡锡进认为：保护人民生命安全为上，GDP降一点那就降一点，人们不要焦虑，清零是国家的决定，也是必须的。著名经济学家马光远看到了，立刻隔空喊话道：“说得这么风轻云淡，感觉家里有矿。”意思是有考虑过个体经营户和做小生意的人的死活吗？胡锡进站在防疫角度人民生命安全来谈的，而马光远作为经济学家，他更偏向于经济角度。这真的是一个大难题，只要保障人民生活安全，又要兼顾国家经济~如何做到双赢？你们支持哪一方？,1,0,0,1,1,著名 经济学家 马光远 环球时报 总编辑 胡锡进 扛 马光 远怒 怼 胡锡进 酒足饭饱 经营 困难 微 企业 上海 苏州 吉林 地受 疫情 影响 停工 停产 封控 胡锡进 保护 人民 生命安全 GDP 降 一点 降 一点 焦虑 清零 国家 著名 经济学家 马光远 隔空 喊话 道 说 风轻云淡 感觉 家里 有矿 个体经营 户 做 小生意 死活 胡锡 进站 防疫 角度 人民 生命安全 谈 马光远 经济学家 偏向 经济 角度 真的 难题 保障 人民 生活 兼顾 国家 经济 双赢 支持 一方
Ln3lSzxhG,全球玻璃看中国，中国玻璃看沙河，突如其来的疫情打乱了玻璃原来的节奏，今年地产放贷又加快了，流动性一解决，玻璃也要跟一波，最近螺纹和pvc玻璃都很强。沙河发布”公众号4月3日发布消息：鉴于周边县区疫情形势严峻复杂，为切实保障全市居民群众生命安全和身体健康，依据相关法律法规和疫情防控有关规定，经市新冠疫情防控工作领导小组研究，决定实施全域封控、全员核酸检测。                                                               沙河疫情实施全区管控下对短线的玻璃影响有多大呢？玻璃厂区现在也要求，尽量不要车辆进出，但是特殊应急的车辆需要报备，报备之后是可以进出的。”  “现在沙河是静态管理，周边县区情况严峻。玻璃企业可以出货，但是会受影响，目前运输车辆上贴封条，人员不下车、不接触是可以装车的，目前高速上下口都封着，货物发不出去。沙河是北方地区重要的玻璃集散地，物流通畅与否关系到玻璃产业能否健康运转。疫情及淡季库存累积对玻璃现货的冲击尚未结束，但随着政策端对房地产支持信号的再度明确，玻璃需求回升预期更加稳固。同时，政策效果体现到房地产企业资金状况及玻璃深加工企业订单上需要一定周期，短期仍考验近月合约的成本支撑力度，推荐逢低布局旺季2209合约。                                                         玻璃的价格弹性比较小，同时玻璃容易储存，所以趋势性比较强。实际交割的比较少，大部分时间是基本面跟着盘面走。玻璃主要是自产自销不受国外环境影，走势特立独行，研究起来没有那么复杂，深受投资者关注的一个品种,0,0,0,1,0,全球 玻璃 中国 中国 玻璃 沙河 突如其来 疫情 打乱 玻璃 节奏 地产 放贷 加快 流动性 解决 玻璃 一波 螺纹 pvc 玻璃 强 沙河 发布 公众 号 4 月 3 日 发布 消息 周边 县区 疫情 形势严峻 切实 保障 全市 居民 群众 生命安全 身体健康 相关 法律法规 疫情 防控 经市 新冠 疫情 防控 工作 领导小组 研究 实施 全域 封控 全员 核酸 检测                                                                                                                               沙河 疫情 实施 全区 管控 短线 玻璃 影响 玻璃厂 区 车辆 进出 应急 车辆 报备 报备 进出     沙河 静态 管理 周边 县区 情况严峻 玻璃 企业 出货 会受 影响 运输 车辆 贴 封条 人员 下车 接触 装车 高速 口 封 货物 发 沙河 北方地区 玻璃 集散地 物流 通畅 关系 玻璃 产业 健康 运转 疫情 淡季 库存 累积 玻璃 现货 冲击 尚未 结束 政策 端 房地产 支持 信号 再度 玻璃 需求 回升 预期 稳固 政策 效果 体现 房地产 企业 资金 状况 玻璃 深加工 企业 订单 周期 短期 考验 月 合约 成本 支撑 力度 推荐 低 布局 旺季 2209 合约                                                                                                                   玻璃 价格 弹性 玻璃 储存 趋势性 强 交割 少 大部分 时间 基本面 跟着 盘面 走 玻璃 自产自销 受 国外 环境 影 走势 特立独行 研究 深受 投资者 关注 品种
LtpkUxPf1,#上海新增77例本土确诊746例本土无症状#居家防疫第62天，今天感染人数还是下降趋势，总体看起来还不错，全市16个区全部实现社会面清零，明天是全市核酸分级的大日子，说好了我们小区今天没有核酸，明天可以进入防范区，但是但是事情发展的猝不及防，小区突然出现一例阳，是以前封控楼栋的密接，从酒店隔离7天回来，现在居家监测，突然转阳了，不知道算不算我们小区名额，这个病毒真的太狡猾了。本来明天是全市分区的大日子，小区的崩溃就在一瞬间。以前总说你管好你自己就行了，现在发现，你管好自己根本没有用！小区总是在临近终点线的时候，被狠狠的拌上一脚，然后回到起点重新开始。太难了！基于突发状况，下午临时又被安排核酸了#就这一刻##上海努力在本月中旬实现社会面清零##遇见美好##宝宝的少女心##爱上这座城##2022你最想实现的愿望##常年不吃晚饭的人怎么样了##上海各区实现社会面清零##乘风破浪#,1,0,0,1,1,上海 新增 77 例 本土 确诊 746 例 本土 无症状 居家 防疫 62 天 感染 人数 下降 趋势 总体 不错 全市 16 个区 社会 面 清零 明天 全市 核酸 分级 日子 说好 小区 核酸 明天 防范 区 事情 发展 猝不及防 小区 一例 阳 封控 楼栋 密接 酒店 隔离 7 天 回来 居家 监测 转阳 算不算 小区 名额 病毒 真的 太 狡猾 本来 明天 全市 分区 日子 小区 崩溃 一瞬间 总说 管好 就行了 发现 管好 小区 临近 终点线 狠狠 拌 一脚 回到 起点 太难 突发状况 下午 临时 安排 核酸 一刻 ## 上海 努力 本月 中旬 社会 面 清零 ## 遇见 美好 ## 宝宝 少女 心 ## 爱上 这座 城 ## 2022 想 愿望 ## 常年 吃晚饭 ## 上海 各区 社会 面 清零 ## 乘风破浪
LtCGs0XOF,【“动态清零”才是制胜法宝！台胞超有感】在5月17日召开的上海市新冠肺炎疫情防控新闻发布会上，上海市卫生健康委副主任赵丹丹透露，目前，上海市16个区都已实现社会面清零。通过一次次“清零”的成功，生活在大陆各地的台青、台商、台胞志愿者、台湾公卫专家普遍认为，“动态清零”是大陆防控疫情的制胜法宝。身在北京的台胞，旺旺集团驻京首席代表林天良对于大陆严谨高效的防疫政策印象深刻。作为全国台企联常务副会长的他说，许多台商也向他反映认为“动态清零”依然是大陆最经济、最有效的防控策略。更多详情→“动态清零”才是制胜法宝！ 台胞超有感  看台海的微博视频,1,1,0,2,1,动态 清零 制胜 法宝 台胞 超 有感 5 月 17 日 上海市 新冠 肺炎 疫情 防控 新闻 发布会 上海市 卫生 健康 委副 主任 赵 丹丹 透露 上海市 16 个区 社会 面 清零 一次次 清零 成功 生活 大陆 台青 台商 台胞 志愿者 台湾 公卫 专家 普遍认为 动态 清零 大陆 防控 疫情 制胜 法宝 身在 北京 台胞 旺旺 集团 驻京 首席代表 林 天良 大陆 严谨 高效 防疫 政策 印象 深刻 全国 台 企联 常务 副会长 说 台商 动态 清零 依然 大陆 经济 防控 策略 详情 → 动态 清零 制胜 法宝   台胞 超 有感     台海 微博 视频
LkjGHfGtW,【西安市社会面连续清零7天后，会研判复课问题】3月18日下午，市政府新闻办召开西安市新冠肺炎疫情防控工作新闻发布会（第70场），通报疫情防控最新情况并答记者问目前暂停线下教学的学校，在全市社会面连续清零7天后（也就是说，如果后面我市不再出现社会面病例，到下周二），我们会再请专家研判，作出是否复课的决定。届时，我们会提前做出安排。当然，对于判定为密接、次密接的学生和教职工，我们要继续按照规定的防控措施执行到管控结束；出现阳性病例的学校，暂缓复课，学校要持续追踪本校人员的健康情况；各类培训机构继续暂停线下培训。（西安报业）,1,0,0,1,1,西安市 社会 面 连续 清零 7 天后 研判 复课 3 月 18 日 下午 市政府 新闻办 西安市 新冠 肺炎 疫情 防控 工作 新闻 发布会 70 场 通报 疫情 防控 最新 情况 答记者问 暂停 线下 教学 学校 全市 社会 面 连续 清零 7 天后 我市 社会 面 病例 周二 请 专家 研判 作出 复课 提前 做出 安排 判定 密接 次 密接 学生 教职工 防控 措施 执行 管控 结束 阳性 病例 学校 暂缓 复课 学校 持续 追踪 本校 人员 健康 情况 各类 培训 机构 暂停 线下 培训 西安 报业
LjSr1Arb0,“好事”如何做好？近期上海要分区域进行全体居民的核酸检测争取尽快实现社会动态清零，这是疫情防控的非常措施，体现了人民政府对人民群众负责的良好愿望，然而好的愿望如何切实取得良好的效果，需要执行细则的合理的策划，现在我们看到的大部分做法都是在限定的时间内要求全体居民到指定地点排队等候核酸检测，这样做法有三大问题：（1）上海是个老年人居多的社会，有众多的老人行动并不方便，在限定的时间都要去某个指定地点排队等候核酸检测是否合适？（2）限定时间内居民有各种各样的原因无法或不方便到指定地点排队等候核酸检测，由此可见“漏网”是不可避免的，最终的结果所谓“全员”就会是一个问号；（3）整个全员参加指定地点排队等候核酸检测过程，就是在限定的短时间内所有居民进进出出上上下下，相互之间必然会有多次的交叉？流动和接触，如果其中有疫情感染者那就增加了相互交叉感染的机会，届时良好愿望就有可能舍得其反，客观上为疫情感染和传播提供了机会！实际上述三个问题的解决并不困难，只要请核酸检测人员变等候居民来做核酸检测改为上门按楼层实施核酸检测就可以了（做过核酸检测人员都知道核酸检测过程并不复杂，两个人一组必要时可请楼层的党员志愿者配合，特别是高层建筑都有电梯从顶楼逐层下降实施核酸检测并不困难），按楼层实施核酸检测好处：（1）免除了老年人的上下楼的困难；（2）准确掌握参加核酸检测的人数，减少“漏网之鱼”；（3）最大的好处是减少了人为的人员流动 减少了交叉感染的机会；（4）从长远看为落实“以人民为中心”又前进了一步。一个普通公民的呼声 上海,1,0,0,1,1,好事 做好 近期 上海 要分 区域 居民 核酸 检测 社会动态 清零 这是 疫情 防控 措施 体现 人民政府 人民 群众 负责 愿望 愿望 切实 效果 执行 细则 策划 大部分 做法 限定 时间 居民 指定 地点 排队 等候 核酸 检测 做法 有三大 1 上海 老年人 居多 社会 众多 老人 限定 时间 指定 地点 排队 等候 核酸 检测 合适 2 限定 时间 居民 各种各样 原因 指定 地点 排队 等候 核酸 检测 漏网 不可避免 最终 全员 问号 3 全员 参加 指定 地点 排队 等候 核酸 检测 过程 限定 短时间 居民 进进出出 上上下下 相互之间 交叉 流动 接触 疫情 感染者 增加 相互 交叉感染 机会 愿望 舍得 其反 客观 疫情 感染 传播 提供 机会 三个 解决 困难 请 核酸 检测 人员 变 等候 居民 做 核酸 检测 改为 上门 楼层 实施 核酸 检测 做过 核酸 检测 人员 核酸 检测 过程 两个 一组 时 请 楼层 党员 志愿者 配合 特别 高层建筑 电梯 顶楼 逐层 下降 实施 核酸 检测 困难 楼层 实施 核酸 检测 好处 1 免除 老年人 下楼 困难 2 准确 参加 核酸 检测 人数 减少 漏网之鱼 3 好处 减少 人为 人员 流动   减少 交叉感染 机会 4 从长远看 落实 人民 中心 一步 公民 呼声   上海
LucdSscwa,#北京近24小时新增本土感染者94例#这不就说明现有政策达不到动态清零的目的吗该调整调整，长痛不如短痛 ,1,0,1,0,1,北京 24 小时 新增 本土 感染者 94 例 现有 政策 达 不到 动态 清零 目的 调整 调整 长痛 短痛  
LsRGEpHXk,#上海疫情##上海身边事# 杨浦区这次是要晋级总决赛了，将于5月13日、14日、15日连续三天在全区范围内开展全员核酸筛查。在此期间，全区将实行“全域静态管理”，除参加核酸检测外，所有居民实行“足不出户”。 ,1,0,0,1,1,上海 疫情 ## 上海 身边 事   杨浦区 晋级 总决赛 5 月 13 日 14 日 15 日 连续 三天 全区 全员 核酸 筛查 在此期间 全区 实行 全域 静态 管理 参加 核酸 检测 外 居民 实行 足不出户  
LkELjy6LN,深圳明起恢复社会生产生活秩序深圳基本实现社会面动态清零自3月21日，深圳有序恢复社会生产生活秩序，全市党政机关、企事业单位、生产经营单位等恢复正常工作秩序和生产经营，公交、地铁全面恢复运行，确保产业链供应链安全稳定，确保群众正常生产生活平稳有序。 苏州 ,1,0,0,1,1,深圳 明 恢复 社会 生产 生活 秩序 深圳 社会 面 动态 清零 3 月 21 日 深圳 有序 恢复 社会 生产 生活 秩序 全市 党政机关 企事业 单位 生产 经营 单位 恢复正常 工作 秩序 生产 经营 公交 地铁 恢复 运行 确保 产业链 供应链 稳定 确保 群众 生产 生活 平稳 有序   苏州  
LoC5BhOAl,《【#上海市委书记感谢市民作出的贡献#】上海市委书记李强表示：我们坚决贯彻落实总书记一系列关于疫情防控的重要指示精神，坚持“动态清零”总方针不动摇，全市人民紧急动员起来，广大党员干部冲锋在前。要特别感谢我们的上海市民所作出的贡献，支持理解配合我们的防疫政策，守望相助，相互鼓》网页链接 ,1,1,0,2,1,上海市委 书记 市民 作出 贡献 上海市委 书记 李强 贯彻落实 总书记 一系列 疫情 防控 指示精神 动态 清零 总方针 动摇 全市 人民 紧急 动员 广大党员 干部 冲锋在前 特别感谢 上海 市民 作出 贡献 支持 理解 配合 防疫 政策 守望相助 相互 鼓 网页 链接  
Lsfa21fsi,【凝聚战“疫”强大合力 画好战“疫”最大“同心圆”】中新网河南新闻5月8日电    5月以来，新冠肺炎疫情再度来袭，郑州、许昌、商丘、安阳等地相继启动“静态管理”等举措阻断疫情传播。河南省委统战部迅速部署、主动出击，号召全省统一战线积极投身疫情防控工作一线，凝聚起打赢疫情防控阻击战的强大合力，画好战“疫”最大“同心圆”。　　在郑州疫情防控处于最吃劲的关键阶段，省委统战部认真落实“双报到”工作机制，组织所属党支部和在职党员在严格落实防控措施基础上，协助社区做好疫情防控工作，以实际行动践行初心使命，全力构筑疫情防控“红色防线”。　　省委统战部机关党委第一时间发布《躬身入局战疫情 六强一守勇担当——致省委统战部所属党支部和全体党员的倡议书》，号召共产党员把全力以赴做好疫情防控工作作为当前首要政治任务，在“疫”线践行初心使命。引领带动各民主党派省委会向各党派驻郑州市全体成员和省市党派机关全体同志发出《携手抗疫 共克时艰——致驻郑州各党派成员和省市党派机关全体同志的倡议书》，号召在郑州的民主党派成员发扬优良传统，关键时刻与党和政府“想在一起、站在一起、干在一起”，真正当“好参谋、好帮手、好同事”，彰显民主党派成员的良好形象。　　郑州各区县(市)统一战线也积极行动，广大统一战线成员挺身而出、迎难而上，踊跃加入志愿服务队伍。巩义市50余名新的社会阶层人士组成先锋队全力支援郑东新区全员核酸检测工作；中牟县统战干部纷纷参与到人力薄弱的防控点，认真做好小区住户逐户排查、逐人落实、逐人登记，用责任心守护着群众的安全；二七区全体机关干部下沉社区疫情防控第一线，推进各项防疫工作有力有序开展，各民主党派成员和党外知识分子积极化身志愿者，助力所在社区做好核酸检测、秩序维护等工作；中原区委统战部党员干部“带头站在防控最前沿、带头落实防控措施、带头参与群防群控、带头做好宣传引导”；统战干部和统一战线成员主动请缨、冲锋在前，捐款捐物、通力合作，主动扛起社会责任……　　广大统一战线成员的志愿行为，为郑州抗“疫”增添了一份硬核力量。　　在许昌，全市统一战线各领域坚持“防控疫情的举措部署到哪里，统一战线的作用就发挥到哪里”，紧紧围绕防控工作重点，充分发挥统一战线人才荟萃、智力密集、联系广泛的优势，以最广泛的动员、最迅速的行动，凝聚广大统战成员的共识，全力投入到疫情防控中。广大统一战线成员下沉一线，争当抗疫“急先锋”。　　目前，许昌全市统一战线直接参与核酸检测、隔离防控、卡点值守等疫情防控一线人员580余人，捐赠现金及口罩、消毒液、食品等物资累计价值150余万元，为全市疫情防控大局贡献了统战力量。　　固始县的疫情也时刻牵动着河南省豫南商会固始籍企业家的心。日前，由河南省豫南商会捐赠的六车防疫和生活物资先后从郑州、息县等地抵达固始。为了尽快将捐赠物资送到一线工作人员手中， 固始县委统战部、县爱心志愿者协会、蓝天救援队的工作人员和志愿者们放弃休息时间，连夜奋战，历时4个小时，最终向县红十字会和部分乡镇(办事处)完成了480桶医用酒精，300瓶消毒液，500双医用手套，960包纸巾，182000个医用口罩，1100箱饮用水，1800箱方便面和150顶帐篷的物资分发工作。　　躬身入局抗疫一线，河南统一战线广大成员正在以实际行动践行初心使命，展现责任担当，为尽快扑灭本轮疫情发挥最大力量。(据河南省委统战部、郑州市委统战部、许昌市委统战部消息)   （中新网）,1,0,0,1,1,凝聚 战 疫 强大 合力   画 好战 疫 同心圆 中新网 河南 新闻 5 月 8 日电         5 月 新冠 肺炎 疫情 再度 来袭 郑州 许昌 商丘 安阳 相继 启动 静态 管理 举措 阻断 疫情 传播 河南省委 统战部 部署 主动出击 号召 全省 统一战线 投身 疫情 防控 工作 一线 凝聚 打赢 疫情 防控 阻击战 强大 合力 画 好战 疫 同心圆 　 　 郑州 疫情 防控 处于 吃劲 关键 阶段 省委 统战部 认真落实 双报 工作 机制 组织 所属 党支部 在职 党员 落实 防控 措施 基础 协助 社区 做好 疫情 防控 工作 实际行动 践行 心 使命 构筑 疫情 防控 红色 防线 　 　 省委 统战部 机关党委 第一 时间 发布 躬身 入局 战 疫情   六强 一守勇 担当 省委 统战部 所属 党支部 党员 倡议书 号召 共产党员 全力以赴 做好 疫情 防控 工作 首要 政治 疫 线 践行 心 使命 引领 带动 民主党派 省委 各党派 驻 郑州市 全体成员 省市 党派 机关 同志 发出 携手 抗疫   共克 时艰 致驻 郑州 各党派 成员 省市 党派 机关 同志 倡议书 号召 郑州 民主党派 成员 发扬 优良传统 关键时刻 党和政府 想 站 干 好参谋 好帮手 同事 彰显 民主党派 成员 良好形象 　 　 郑州 区县 市 统一战线 积极行动 统一战线 成员 挺身而出 迎难而上 踊跃 志愿 服务 队伍 巩义市 50 余名 新 社会阶层 人士 先锋队 支援 郑东新 区 全员 核酸 检测 工作 中牟县 统战 干部 纷纷 参与 人力 薄弱 防控 点 做好 小区 住户 逐户 排查 逐人 落实 逐人 登记 责任心 守护 群众 二七区 机关干部 下沉 社区 疫情 防控 第一线 推进 各项 防疫 工作 有序 民主党派 成员 党外 知识分子 化身 志愿者 助力 社区 做好 核酸 检测 秩序 维护 工作 中原 区委 统战部 党员干部 带头 站 防控 最前沿 带头 落实 防控 措施 带头 参与 群防 群控 带头 做好 宣传 引导 统战 干部 统一战线 成员 主动 请缨 冲锋在前 捐款捐物 通力合作 主动 扛起 社会 责任 　 　 统一战线 成员 志愿 郑州 抗 疫 增添 一份 硬 核力量 　 　 许昌 全市 统一战线 领域 防控 疫情 举措 部署 统一战线 作用 发挥 紧紧围绕 防控 工作 重点 充分发挥 统一战线 人才 荟萃 智力 密集 优势 动员 凝聚 统战 成员 共识 投入 疫情 防控 中 统一战线 成员 下沉 一线 争当 抗疫 急先锋 　 　 许昌 全市 统一战线 直接参与 核酸 检测 隔离 防控 卡点 值守 疫情 防控 一线 人员 580 余人 捐赠 现金 口罩 消毒液 食品 物资 累计 价值 150 余万元 全市 疫情 防控 大局 贡献 统战 力量 　 　 固始县 疫情 时刻 牵动 河南省 豫南 商会 固始 籍 企业家 心 日前 河南省 豫南 商会 捐赠 六车 防疫 生活 物资 郑州 息县 抵达 固始 捐赠 物资 送到 一线 工作人员 手中   固始 县委 统战部 县 爱心 志愿者 协会 蓝天 救援队 工作人员 志愿者 放弃 休息时间 连夜 奋战 历时 4 小时 最终 县 红十字会 乡镇 办事处 480 桶 医用 酒精 300 瓶 消毒液 500 双 医用 手套 960 包 纸巾 182000 医用 口罩 1100 箱 饮用水 1800 箱 方便面 150 顶 帐篷 物资 分发 工作 　 　 躬身 入局 抗疫 一线 河南 统一战线 成员 实际行动 践行 心 使命 展现 责任 担当 扑灭 本轮 疫情 发挥 力量 河南省委 统战部 郑州 市委 统战部 许昌 市委 统战部 消息       中新网
